,id,reason_for_absence,month_of_absence,day_of_the_week,seasons,transportation_expense,distance_from_residence_to_work,service_time,age,work_load_average/day,hit_target,disciplinary_failure,education,son,social_drinker,social_smoker,pet,weight,height,body_mass_index,absenteeism_time_in_hours,absence_category
575,17,25,1,4,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2,1
576,32,10,1,5,2,289,48,29,49,313.532,96,0,1,0,0,0,2,108,172,36,8,2
577,17,18,1,6,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,3,1
578,22,27,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,2,1
579,14,18,1,3,2,155,12,14,34,313.532,96,0,1,2,1,0,0,95,196,25,8,2
580,22,27,1,4,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,2,1
581,3,27,1,4,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,3,1
582,11,13,1,4,2,289,36,13,33,313.532,96,0,1,2,1,0,1,90,172,30,8,2
583,3,27,1,5,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,3,1
584,3,27,1,6,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,2,1
585,3,13,2,3,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,8,2
586,28,23,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3,1
587,33,1,2,4,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32,8,2
588,3,27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,1
589,28,28,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3,1
590,3,27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,1
591,22,27,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2,1
592,29,28,2,6,2,225,15,15,41,264.249,97,0,4,2,1,0,2,94,182,28,2,1
593,3,27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,1
594,12,19,2,2,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21,2,1
595,3,27,2,2,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,1
596,28,7,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,8,2
597,3,27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3,1
598,3,27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3,1
599,28,25,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3,1
600,22,13,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2,1
601,17,23,2,6,2,179,22,17,40,264.249,97,0,2,2,0,1,0,63,170,22,2,1
602,3,27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3,1
603,12,12,2,4,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21,3,1
604,22,27,2,4,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2,1
605,3,27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,1
606,3,13,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,8,2
607,3,27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,1
608,14,25,2,2,2,155,12,14,34,264.249,97,0,1,2,1,0,0,95,196,25,5,2
609,25,25,2,2,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,3,1
610,3,27,2,2,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,1
611,28,7,2,2,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,2,1
612,3,27,2,3,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,1
613,33,23,2,3,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32,2,1
614,28,25,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,2,1
615,3,27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,1
616,3,27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,1
617,25,25,2,6,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,2,1
618,3,27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2,1
619,33,23,3,2,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,2,1
620,9,25,3,3,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,3,1
621,33,25,3,3,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3,1
622,9,12,3,3,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,112,4
623,3,27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2,1
624,28,27,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,2,1
625,3,27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,1
626,28,25,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,2,1
627,22,27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,3,1
628,25,25,3,2,2,235,16,8,32,222.196,99,0,3,0,0,0,0,75,178,25,3,1
629,10,19,3,2,2,361,52,3,28,222.196,99,0,1,1,1,0,4,80,172,27,8,2
630,3,13,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,8,2
631,3,27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2,1
632,3,27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,1
633,22,27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2,1
634,3,10,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,4,1
635,33,13,3,2,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,2,1
636,3,27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,1
637,28,7,3,2,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,8,2
638,3,27,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2,1
639,11,23,3,4,2,289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30,8,2
640,9,25,3,4,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,2,1
641,3,27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2,1
642,33,23,3,5,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3,1
643,3,27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,1
644,22,23,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2,1
645,3,27,3,6,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,1
646,3,27,3,3,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,1
647,16,23,3,4,3,118,15,24,46,222.196,99,0,1,2,1,1,0,75,175,25,8,2
648,14,13,3,4,3,155,12,14,34,222.196,99,0,1,2,1,0,0,95,196,25,24,3
649,3,27,3,4,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,1
650,3,27,3,5,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,1
651,22,13,3,2,3,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2,1
652,11,19,3,2,3,289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30,104,4
653,13,22,3,4,3,369,17,12,31,222.196,99,0,1,3,1,0,0,70,169,25,8,2
654,28,13,4,2,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8,2
655,34,10,4,2,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28,8,2
656,10,19,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,8,2
657,33,19,4,4,3,248,25,14,47,246.288,91,0,1,2,0,0,1,86,165,32,8,2
658,6,13,4,5,3,189,29,13,33,246.288,91,0,1,2,0,0,2,69,167,25,8,2
659,22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2,1
660,13,7,4,2,3,369,17,12,31,246.288,91,0,1,3,1,0,0,70,169,25,24,3
661,17,16,4,3,3,179,22,17,40,246.288,91,0,2,2,0,1,0,63,170,22,2,1
662,36,23,4,3,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,3,1
663,10,23,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,2,1
664,34,10,4,4,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28,2,1
665,1,22,4,6,3,235,11,14,37,246.288,91,0,3,1,0,0,1,88,172,29,8,2
666,22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2,1
667,28,19,4,2,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8,2
668,25,16,4,3,3,235,16,8,32,246.288,91,0,3,0,0,0,0,75,178,25,3,1
669,22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2,1
670,14,28,4,3,3,155,12,14,34,246.288,91,0,1,2,1,0,0,95,196,25,4,1
671,28,19,4,5,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8,2
672,36,14,4,5,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,2,1
673,22,27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2,1
674,1,22,5,2,3,235,11,14,37,237.656,99,0,3,1,0,0,1,88,172,29,8,2
675,29,19,5,4,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,3,1
676,25,28,5,4,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,2,1
677,34,8,5,4,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28,3,1
678,5,26,5,4,3,235,20,13,43,237.656,99,0,1,1,1,0,0,106,167,38,8,2
679,22,13,5,5,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,1,1
680,15,28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,2,1
681,29,14,5,5,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,8,2
682,26,19,5,6,3,300,26,13,43,237.656,99,0,1,2,1,1,1,77,175,25,64,4
683,29,22,5,6,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,8,2
684,22,27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2,1
685,36,23,5,2,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,2,1
686,36,5,5,3,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,3,1
687,34,28,5,3,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28,1,1
688,36,0,5,3,3,118,13,18,50,237.656,99,1,1,1,1,0,0,98,178,31,0,0
689,22,27,5,4,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2,1
690,23,0,5,4,3,378,49,11,36,237.656,99,1,1,2,0,1,4,65,174,21,0,0
691,17,16,5,6,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,1,1
692,14,10,5,2,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,48,4
693,25,10,5,2,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,8,2
694,15,22,5,4,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,8,2
695,17,10,5,4,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,8,2
696,28,6,5,4,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24,3,1
697,18,10,5,5,3,330,16,4,28,237.656,99,0,2,0,0,0,0,84,182,25,8,2
698,25,23,5,5,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,2,1
699,15,28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,2,1
700,22,27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2,1
701,10,7,5,2,3,361,52,3,28,237.656,99,0,1,1,1,0,4,80,172,27,8,2
702,14,23,5,4,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,2,1
703,17,25,5,6,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,8,2
704,14,10,5,6,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,8,2
705,28,11,5,2,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24,1,1
706,16,7,6,4,3,118,15,24,46,275.089,96,0,1,2,1,1,0,75,175,25,8,2
707,22,27,6,4,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,3,1
708,34,26,6,6,3,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,8,2
709,34,10,6,4,3,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,8,2
710,23,22,6,5,3,378,49,11,36,275.089,96,0,1,2,0,1,4,65,174,21,8,2
711,36,19,6,5,3,118,13,18,50,275.089,96,0,1,1,1,0,0,98,178,31,24,3
712,12,19,6,6,3,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,8,2
713,22,27,6,6,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,2,1
714,2,0,6,2,3,235,29,12,48,275.089,96,1,1,1,0,1,5,88,163,33,0,0
715,21,0,6,2,3,268,11,8,33,275.089,96,1,2,0,0,0,0,79,178,25,0,0
716,36,19,6,5,3,118,13,18,50,275.089,96,0,1,1,1,0,0,98,178,31,3,1
717,22,13,6,5,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,2,1
718,15,28,6,5,3,291,31,12,40,275.089,96,0,1,1,1,0,1,73,171,25,2,1
719,22,13,6,2,1,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,3,1
720,34,25,6,2,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,3,1
721,12,22,6,5,1,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,8,2
722,34,8,6,6,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,2,1
723,34,10,6,4,1,118,10,10,37,275.089,96,0,1,0,0,0,0,83,172,28,3,1
724,12,22,6,4,1,233,51,1,31,275.089,96,0,2,1,1,0,8,68,178,21,3,1
725,5,26,7,4,1,235,20,13,43,264.604,93,0,1,1,1,0,0,106,167,38,4,1
726,12,19,7,6,1,233,51,1,31,264.604,93,0,2,1,1,0,8,68,178,21,2,1
727,9,6,7,2,1,228,14,16,58,264.604,93,0,1,2,0,0,1,65,172,22,8,2
728,34,28,7,2,1,118,10,10,37,264.604,93,0,1,0,0,0,0,83,172,28,4,1
729,9,6,7,3,1,228,14,16,58,264.604,93,0,1,2,0,0,1,65,172,22,120,4
730,6,22,7,3,1,189,29,13,33,264.604,93,0,1,2,0,0,2,69,167,25,16,3
731,34,23,7,4,1,118,10,10,37,264.604,93,0,1,0,0,0,0,83,172,28,2,1
732,10,22,7,4,1,361,52,3,28,264.604,93,0,1,1,1,0,4,80,172,27,8,2
733,28,22,7,4,1,225,26,9,28,264.604,93,0,1,1,0,0,2,69,169,24,8,2
734,13,13,7,2,1,369,17,12,31,264.604,93,0,1,3,1,0,0,70,169,25,80,4
735,11,14,7,3,1,289,36,13,33,264.604,93,0,1,2,1,0,1,90,172,30,8,2
736,1,11,7,3,1,235,11,14,37,264.604,93,0,3,1,0,0,1,88,172,29,4,1
737,4,0,0,3,1,118,14,13,40,271.219,95,0,1,1,1,0,8,98,170,34,0,0
738,8,0,0,4,2,231,35,14,39,271.219,95,0,1,2,1,0,2,100,170,35,0,0
739,35,0,0,6,3,179,45,14,53,271.219,95,0,1,1,0,0,1,77,175,25,0,0
